loc,year,month,unemployment,kospi,interest,rate,oilprice,productprice,consumerprice
경기도,2011,5,190,2121.872,3,1084.5,108.8395455,106.31,89.497
경기도,2011,6,195,2074.64381,3.25,1080.654545,107.5245455,106.07,89.67
경기도,2011,7,198,2150.05619,3.25,1058.032381,109.9833333,106.21,90.102
경기도,2011,8,164,1869.407727,3.25,1074.226087,104.9617391,106.35,90.707
경기도,2011,9,180,1790.9495,3.25,1120.352273,106.0018182,106.43,90.62
경기도,2011,10,184,1825.878,3.25,1151.752381,103.8842857,106.33,90.448
경기도,2011,11,190,1858.795455,3.25,1134.470455,108.5168182,105.99,90.534
경기도,2011,12,176,1863.23,3.25,1148.957727,106.2086364,106.09,90.879
경기도,2012,1,187,1891.0115,3.25,1142.177273,109.5368182,106.64,91.242
경기도,2012,2,235,2003.231429,3.25,1122.858571,116.1461905,107.37,91.588
경기도,2012,3,222,2023.407143,3.25,1126.563636,122.2759091,107.9,91.614
경기도,2012,4,231,1995.9195,3.25,1135.315238,117.3771429,107.95,91.605
경기도,2012,5,209,1886.350952,3.25,1158.306087,107.4456522,107.35,91.769
경기도,2012,6,198,1848.5995,3.25,1163.952857,94.23619048,106.05,91.639
경기도,2012,7,177,1826.75,3,1142.447727,99.22,105.58,91.432
경기도,2012,8,167,1918.912273,3,1132.352609,108.3908696,106.23,91.855
경기도,2012,9,192,1961.289,3,1123.7915,110.9645,106.61,92.512
경기도,2012,10,183,1942.19381,2.75,1106.275217,108.676087,105.78,92.339
경기도,2012,11,185,1904.703182,2.75,1087.390455,107.0959091,105.05,92.011
경기도,2012,12,196,1973.841667,2.75,1075.450952,105.6685714,104.79,92.175
경기도,2013,1,190,1986.103182,2.75,1066.762609,107.5430435,104.96,92.728
경기도,2013,2,209,1979.854737,2.75,1087.611,111.221,105.68,93.038
경기도,2013,3,189,1990.243,2.75,1103.187619,105.482381,105.26,92.952
경기도,2013,4,201,1938.884091,2.75,1121.374545,101.6613636,104.93,92.823
경기도,2013,5,192,1974.45381,2.5,1112.584783,100.2991304,104.57,92.823
경기도,2013,6,195,1884.412632,2.5,1135.252,100.3285,104.55,92.71
경기도,2013,7,198,1871.768261,2.5,1126.256957,103.3621739,104.53,92.909
경기도,2013,8,192,1896.961905,2.5,1116.409545,106.6645455,104.82,93.238
경기도,2013,9,160,1984.394444,2.5,1083.637143,108.4047619,104.71,93.419
경기도,2013,10,159,2029.675238,2.5,1066.651304,106.3943478,104.34,93.134
경기도,2013,11,144,2009.924286,2.5,1062.485238,105.8538095,104.13,93.116
경기도,2013,12,167,1989.429524,2.5,1056.265,107.9431818,104.37,93.229
경기도,2014,1,181,1948.2195,2.5,1066.654348,104.1886957,104.65,93.73
경기도,2014,2,269,1937.733,2.5,1071.221,104.942,104.78,93.98
경기도,2014,3,242,1952.429524,2.5,1071.035714,104.1495238,104.74,94.153
경기도,2014,4,253,1991.191364,2.5,1043.006818,104.7772727,104.58,94.214
경기도,2014,5,230,1994.134737,2.5,1025.186818,105.5145455,104.56,94.369
경기도,2014,6,218,1995.083684,2.5,1019.236667,108.007619,104.61,94.248
경기도,2014,7,217,2021.952174,2.5,1020.868696,105.7052174,104.69,94.386
경기도,2014,8,198,2060.9335,2.25,1024.635714,101.8538095,104.58,94.551
경기도,2014,9,192,2042.710526,2.25,1035.239091,96.98818182,104.2,94.49
경기도,2014,10,188,1942.802857,2,1061.754348,86.71608696,103.47,94.205
경기도,2014,11,175,1959.647,2,1099.401,76.7345,103.15,94.015
경기도,2014,12,230,1941.925714,2,1103.516957,60.39173913,102.14,94.006
경기도,2015,1,262,1920.992857,2,1088.495,46.335,100.89,94.643
경기도,2015,2,308,1961.001176,2,1101.393,56.15,100.96,94.587
경기도,2015,3,274,2012.619091,1.75,1113.582727,54.90909091,100.84,94.596
경기도,2015,4,263,2107.268182,1.75,1085.655909,58.66545455,100.8,94.625
경기도,2015,5,258,2114.898889,1.75,1093.840476,63.6747619,100.87,94.89
경기도,2015,6,286,2063.685909,1.5,1113.589545,61.75863636,100.82,94.909
경기도,2015,7,296,2058.034348,1.5,1146.973478,56.26608696,100.45,95.08
경기도,2015,8,262,1952.549,1.5,1178.515714,47.30333333,99.83,95.213
경기도,2015,9,248,1939.5825,1.5,1186.573182,46.14454545,99.39,94.966
경기도,2015,10,230,2020.567143,1.5,1144.767727,46.55181818,98.71,94.966
경기도,2015,11,220,2006.780952,1.5,1153.757143,42.32333333,98.32,94.786
경기도,2015,12,222,1971.528571,1.5,1173.71087,34.7026087,98.09,95.07
경기도,2016,1,264,1894.651,1.5,1202.972381,27.24666667,97.56,95.232
경기도,2016,2,331,1900.61,1.5,1216.219524,29.6147619,97.56,95.64
경기도,2016,3,308,1976.502727,1.5,1182.438261,35.17304348,97.5,95.393
경기도,2016,4,312,1996.1705,1.5,1147.218095,39.03761905,97.74,95.573
경기도,2016,5,249,1966.6755,1.5,1176.088636,43.96454545,97.86,95.63
경기도,2016,6,252,1977.029524,1.25,1165.404545,45.83454545,98.09,95.611
경기도,2016,7,248,2002.482857,1.25,1142.05619,42.70952381,97.98,95.431
경기도,2016,8,253,2036.656364,1.25,1111.347391,43.63565217,98.07,95.677
경기도,2016,9,251,2042.555263,1.25,1108.909091,43.81727273,98.3,96.247
경기도,2016,10,251,2036.0325,1.25,1127.786667,48.26333333,98.59,96.379
경기도,2016,11,222,1981.746364,1.25,1164.233636,43.775,99.03,96.237
경기도,2016,12,222,2021.666667,1.25,1184.582727,51.76272727,99.9,96.342
경기도,2017,1,243,2061.7335,1.25,1180.815455,53.43454545,101.35,97.366
경기도,2017,2,340,2082.795,1.25,1141.849,54.171,101.74,97.632
경기도,2017,3,302,2136.174545,1.25,1133.397391,51.16434783,101.7,97.565
경기도,2017,4,324,2160.1825,1.25,1134.694,52.4475,101.48,97.442
경기도,2017,5,266,2301.89,1.25,1125.866957,50.30434783,101.21,97.546
경기도,2017,6,305,2372.204286,1.25,1131.497727,46.33681818,100.81,97.338
경기도,2017,7,269,2412.899048,1.25,1133.199524,47.63142857,100.89,97.499
경기도,2017,8,272,2372.184545,1.25,1131.25,50.42652174,101.35,98.058
경기도,2017,9,262,2371.84381,1.25,1133.701429,53.86190476,102.03,98.172
경기도,2017,10,230,2482.87125,1.25,1133.335909,55.58409091,102.14,98.077
경기도,2017,11,203,2533.51,1.5,1101.948636,60.58272727,102.04,97.347
경기도,2017,12,211,2467.725789,1.5,1083.732857,61.45190476,102.09,97.698
경기도,2018,1,249,2520.937727,1.5,1067.068261,65.91782609,102.52,98.106
경기도,2018,2,295,2439.104444,1.5,1079.628,62.742,102.95,98.855
경기도,2018,3,281,2451.57,1.5,1071.036364,63.28727273,102.91,98.751
경기도,2018,4,282,2458.224762,1.5,1068.845714,68.42904762,103.04,98.931
경기도,2018,5,255,2461.3005,1.5,1077.263478,73.4826087,103.34,98.979
경기도,2018,6,259,2394.507895,1.5,1095.595714,73.26857143,103.37,98.779
경기도,2018,7,275,2284.253636,1.5,1122.563636,72.72363636,103.85,98.59
경기도,2018,8,294,2283.796818,1.5,1121.000435,72.05826087,104.32,99.462
경기도,2018,9,247,2307.325882,1.5,1119.7385,77.0195,104.62,100.221
경기도,2018,10,270,2153.476667,1.5,1133.335652,78.95652174,104.26,100.041
경기도,2018,11,258,2083.333182,1.75,1126.272273,65.39863636,103.53,99.33
경기도,2018,12,252,2070.128947,1.75,1123.033333,56.27571429,103.03,98.988
경기도,2019,1,307,2101.984091,1.75,1121.09,58.67347826,102.92,98.884
경기도,2019,2,322,2210.198824,1.75,1122.515,64.186,103.02,99.311
경기도,2019,3,281,2161.9145,1.75,1132.156667,66.8047619,103.38,99.121
경기도,2019,4,303,2212.120455,1.75,1141.863182,70.64227273,103.68,99.481
경기도,2019,5,294,2086.898095,1.75,1182.468696,69.37086957,103.79,99.652
경기도,2019,6,279,2105.303158,1.75,1171.5625,61.214,103.5,99.491
경기도,2019,7,284,2079.48,1.5,1176.607391,62.90695652,103.5,99.187
경기도,2019,8,228,1944.237619,1.5,1209.837273,58.69954545,103.74,99.425
경기도,2019,9,243,2045.205263,1.5,1194.57,60.84142857,103.8,99.794
경기도,2019,10,229,2065.747619,1.25,1182.769565,58.53652174,103.56,100.041
경기도,2019,11,250,2128.794762,1.25,1167.98381,61.40761905,103.41,99.481
경기도,2019,12,270,2147.0135,1.25,1172.222727,64.47727273,103.7,99.719
경기도,2020,1,293,2203.4425,1.25,1166.197826,63.73217391,104.08,100.09
경기도,2020,2,314,2167.1235,1.25,1194.2905,54.5125,103.74,100.16
경기도,2020,3,300,1786.746364,0.75,1217.250455,33.75,102.82,99.94
경기도,2020,4,286,1849.589,0.75,1222.331818,23.37681818,101.93,99.5
경기도,2020,5,298,1965.174211,0.5,1228.864762,31.23238095,101.96,99.44
경기도,2020,6,293,2134.696818,0.5,1207.2,40.13863636,102.48,99.71
경기도,2020,7,302,2195.948696,0.5,1198.158261,42.64130435,102.71,99.63
경기도,2020,8,245,2349.873,0.5,1186.245714,43.7052381,103.22,100.19
경기도,2020,9,268,2371.51619,0.5,1177.327273,41.10318182,103.42,100.74
경기도,2020,10,276,2357.821053,0.5,1144.080909,39.70409091,103.01,100.18
경기도,2020,11,265,2504.180952,0.5,1114.457619,42.57761905,103.09,100.09
경기도,2020,12,274,2755.770952,0.5,1093.877826,49.31652174,103.9,100.33
경기도,2021,1,364,3089.267,0.5,1098.499524,53.96857143,105.05,101.04
경기도,2021,2,321,3092.411667,0.5,1110.7585,60.366,105.91,101.58
경기도,2021,3,325,3032.469091,0.5,1129.976087,63.94565217,107.04,101.84
경기도,2021,4,314,3165.083182,0.5,1117.829091,62.31818182,108.06,101.98
경기도,2021,5,324,3169.200526,0.5,1122.601905,66.01,108.65,102.05
경기도,2021,6,305,3259.14,0.5,1122.961364,70.95954545,109.22,102.05
경기도,2021,7,234,3254.573182,0.5,1144.965,72.88227273,110.28,102.26
경기도,2021,8,201,3182.500952,0.75,1160.207727,68.90863636,110.86,102.75
경기도,2021,9,236,3141.699474,0.75,1172.842273,72.23727273,111.27,103.17
경기도,2021,10,218,2989.873158,0.75,1181.608571,81.21666667,112.43,103.35
경기도,2021,11,207,2964.301818,1,1184.113636,79.79818182,113.23,103.87
경기도,2021,12,217,2988.494091,1,1184.020435,73.19,113.21,104.04
경기도,2022,1,246,2865.552,1.25,1195.54,83.45,114.4,104.69
경기도,2022,2,229,2724.015,1.25,1197.633,92.34,114.95,105.3
경기도,2022,3,201,2698.71619,1.25,1220.226522,110.89,116.7,106.06
경기도,2022,4,219,2703.242857,1.5,1236.802381,102.79,118.02,106.85
강원도,2010,1,32,1682.1575,2,1139.80381,76.71380952,96.71,85.351
강원도,2010,2,27,1598.956316,2,1155.7375,73.5535,96.88,85.523
강원도,2010,3,23,1665.504091,2,1136.63087,77.36782609,97.33,85.696
강원도,2010,4,15,1730.286818,2,1116.079545,82.98409091,98.04,86.041
강원도,2010,5,14,1648.3,2,1166.815238,76.62,98.87,86.128
강원도,2010,6,11,1691.937143,2,1214.966364,73.98318182,98.98,86.041
강원도,2010,7,15,1731.122727,2.25,1205.300455,72.65227273,99.23,86.214
강원도,2010,8,14,1762.183636,2.25,1180.250455,74.345,99.53,86.647
강원도,2010,9,17,1815.749474,2.25,1161.346818,75.28636364,100.1,87.337
강원도,2010,10,19,1889.697143,2.25,1122.409048,80.34047619,100.47,87.337
강원도,2010,11,13,1924.707273,2.5,1130.445,83.74181818,100.82,86.906
강원도,2010,12,19,2002.504091,2.5,1145.521739,89.18478261,101.75,87.251
강원도,2011,1,18,2091.61,2.75,1119.141905,92.18666667,103.32,88.288
강원도,2011,2,29,2002.869412,2.75,1118.62,99.875,104.09,88.892
강원도,2011,3,23,2002.669091,3,1120.330435,108.5782609,105.34,89.238
강원도,2011,4,14,2153.132381,3,1083.782381,115.757619,105.99,89.325
강원도,2011,5,15,2121.872,3,1084.5,108.8395455,106.31,89.497
강원도,2011,6,13,2074.64381,3.25,1080.654545,107.5245455,106.07,89.67
강원도,2011,7,14,2150.05619,3.25,1058.032381,109.9833333,106.21,90.102
강원도,2011,8,14,1869.407727,3.25,1074.226087,104.9617391,106.35,90.707
강원도,2011,9,11,1790.9495,3.25,1120.352273,106.0018182,106.43,90.62
강원도,2011,10,12,1825.878,3.25,1151.752381,103.8842857,106.33,90.448
강원도,2011,11,11,1858.795455,3.25,1134.470455,108.5168182,105.99,90.534
강원도,2011,12,12,1863.23,3.25,1148.957727,106.2086364,106.09,90.879
강원도,2012,1,16,1891.0115,3.25,1142.177273,109.5368182,106.64,91.242
강원도,2012,2,30,2003.231429,3.25,1122.858571,116.1461905,107.37,91.588
강원도,2012,3,28,2023.407143,3.25,1126.563636,122.2759091,107.9,91.614
강원도,2012,4,19,1995.9195,3.25,1135.315238,117.3771429,107.95,91.605
강원도,2012,5,14,1886.350952,3.25,1158.306087,107.4456522,107.35,91.769
강원도,2012,6,15,1848.5995,3.25,1163.952857,94.23619048,106.05,91.639
강원도,2012,7,17,1826.75,3,1142.447727,99.22,105.58,91.432
강원도,2012,8,22,1918.912273,3,1132.352609,108.3908696,106.23,91.855
강원도,2012,9,15,1961.289,3,1123.7915,110.9645,106.61,92.512
강원도,2012,10,12,1942.19381,2.75,1106.275217,108.676087,105.78,92.339
강원도,2012,11,13,1904.703182,2.75,1087.390455,107.0959091,105.05,92.011
강원도,2012,12,14,1973.841667,2.75,1075.450952,105.6685714,104.79,92.175
강원도,2013,1,16,1986.103182,2.75,1066.762609,107.5430435,104.96,92.728
강원도,2013,2,24,1979.854737,2.75,1087.611,111.221,105.68,93.038
강원도,2013,3,15,1990.243,2.75,1103.187619,105.482381,105.26,92.952
강원도,2013,4,14,1938.884091,2.75,1121.374545,101.6613636,104.93,92.823
강원도,2013,5,16,1974.45381,2.5,1112.584783,100.2991304,104.57,92.823
강원도,2013,6,18,1884.412632,2.5,1135.252,100.3285,104.55,92.71
강원도,2013,7,15,1871.768261,2.5,1126.256957,103.3621739,104.53,92.909
강원도,2013,8,14,1896.961905,2.5,1116.409545,106.6645455,104.82,93.238
강원도,2013,9,18,1984.394444,2.5,1083.637143,108.4047619,104.71,93.419
강원도,2013,10,17,2029.675238,2.5,1066.651304,106.3943478,104.34,93.134
강원도,2013,11,12,2009.924286,2.5,1062.485238,105.8538095,104.13,93.116
강원도,2013,12,20,1989.429524,2.5,1056.265,107.9431818,104.37,93.229
강원도,2014,1,30,1948.2195,2.5,1066.654348,104.1886957,104.65,93.73
강원도,2014,2,38,1937.733,2.5,1071.221,104.942,104.78,93.98
강원도,2014,3,27,1952.429524,2.5,1071.035714,104.1495238,104.74,94.153
강원도,2014,4,23,1991.191364,2.5,1043.006818,104.7772727,104.58,94.214
강원도,2014,5,19,1994.134737,2.5,1025.186818,105.5145455,104.56,94.369
강원도,2014,6,23,1995.083684,2.5,1019.236667,108.007619,104.61,94.248
강원도,2014,7,16,2021.952174,2.5,1020.868696,105.7052174,104.69,94.386
강원도,2014,8,20,2060.9335,2.25,1024.635714,101.8538095,104.58,94.551
강원도,2014,9,21,2042.710526,2.25,1035.239091,96.98818182,104.2,94.49
강원도,2014,10,20,1942.802857,2,1061.754348,86.71608696,103.47,94.205
강원도,2014,11,20,1959.647,2,1099.401,76.7345,103.15,94.015
강원도,2014,12,17,1941.925714,2,1103.516957,60.39173913,102.14,94.006
강원도,2015,1,28,1920.992857,2,1088.495,46.335,100.89,94.643
강원도,2015,2,43,1961.001176,2,1101.393,56.15,100.96,94.587
강원도,2015,3,28,2012.619091,1.75,1113.582727,54.90909091,100.84,94.596
강원도,2015,4,24,2107.268182,1.75,1085.655909,58.66545455,100.8,94.625
강원도,2015,5,24,2114.898889,1.75,1093.840476,63.6747619,100.87,94.89
강원도,2015,6,24,2063.685909,1.5,1113.589545,61.75863636,100.82,94.909
강원도,2015,7,26,2058.034348,1.5,1146.973478,56.26608696,100.45,95.08
강원도,2015,8,22,1952.549,1.5,1178.515714,47.30333333,99.83,95.213
강원도,2015,9,18,1939.5825,1.5,1186.573182,46.14454545,99.39,94.966
강원도,2015,10,19,2020.567143,1.5,1144.767727,46.55181818,98.71,94.966
강원도,2015,11,19,2006.780952,1.5,1153.757143,42.32333333,98.32,94.786
강원도,2015,12,21,1971.528571,1.5,1173.71087,34.7026087,98.09,95.07
강원도,2016,1,26,1894.651,1.5,1202.972381,27.24666667,97.56,95.232
강원도,2016,2,49,1900.61,1.5,1216.219524,29.6147619,97.56,95.64
강원도,2016,3,26,1976.502727,1.5,1182.438261,35.17304348,97.5,95.393
강원도,2016,4,18,1996.1705,1.5,1147.218095,39.03761905,97.74,95.573
강원도,2016,5,14,1966.6755,1.5,1176.088636,43.96454545,97.86,95.63
강원도,2016,6,19,1977.029524,1.25,1165.404545,45.83454545,98.09,95.611
강원도,2016,7,23,2002.482857,1.25,1142.05619,42.70952381,97.98,95.431
강원도,2016,8,19,2036.656364,1.25,1111.347391,43.63565217,98.07,95.677
강원도,2016,9,20,2042.555263,1.25,1108.909091,43.81727273,98.3,96.247
강원도,2016,10,17,2036.0325,1.25,1127.786667,48.26333333,98.59,96.379
강원도,2016,11,14,1981.746364,1.25,1164.233636,43.775,99.03,96.237
강원도,2016,12,17,2021.666667,1.25,1184.582727,51.76272727,99.9,96.342
강원도,2017,1,20,2061.7335,1.25,1180.815455,53.43454545,101.35,97.366
강원도,2017,2,50,2082.795,1.25,1141.849,54.171,101.74,97.632
강원도,2017,3,19,2136.174545,1.25,1133.397391,51.16434783,101.7,97.565
강원도,2017,4,17,2160.1825,1.25,1134.694,52.4475,101.48,97.442
강원도,2017,5,15,2301.89,1.25,1125.866957,50.30434783,101.21,97.546
강원도,2017,6,19,2372.204286,1.25,1131.497727,46.33681818,100.81,97.338
강원도,2017,7,14,2412.899048,1.25,1133.199524,47.63142857,100.89,97.499
강원도,2017,8,18,2372.184545,1.25,1131.25,50.42652174,101.35,98.058
강원도,2017,9,18,2371.84381,1.25,1133.701429,53.86190476,102.03,98.172
강원도,2017,10,26,2482.87125,1.25,1133.335909,55.58409091,102.14,98.077
강원도,2017,11,20,2533.51,1.5,1101.948636,60.58272727,102.04,97.347
강원도,2017,12,20,2467.725789,1.5,1083.732857,61.45190476,102.09,97.698
강원도,2018,1,33,2520.937727,1.5,1067.068261,65.91782609,102.52,98.106
강원도,2018,2,46,2439.104444,1.5,1079.628,62.742,102.95,98.855
강원도,2018,3,22,2451.57,1.5,1071.036364,63.28727273,102.91,98.751
강원도,2018,4,25,2458.224762,1.5,1068.845714,68.42904762,103.04,98.931
강원도,2018,5,20,2461.3005,1.5,1077.263478,73.4826087,103.34,98.979
강원도,2018,6,18,2394.507895,1.5,1095.595714,73.26857143,103.37,98.779
강원도,2018,7,23,2284.253636,1.5,1122.563636,72.72363636,103.85,98.59
강원도,2018,8,24,2283.796818,1.5,1121.000435,72.05826087,104.32,99.462
강원도,2018,9,20,2307.325882,1.5,1119.7385,77.0195,104.62,100.221
강원도,2018,10,20,2153.476667,1.5,1133.335652,78.95652174,104.26,100.041
강원도,2018,11,14,2083.333182,1.75,1126.272273,65.39863636,103.53,99.33
강원도,2018,12,18,2070.128947,1.75,1123.033333,56.27571429,103.03,98.988
강원도,2019,1,51,2101.984091,1.75,1121.09,58.67347826,102.92,98.884
강원도,2019,2,53,2210.198824,1.75,1122.515,64.186,103.02,99.311
강원도,2019,3,31,2161.9145,1.75,1132.156667,66.8047619,103.38,99.121
강원도,2019,4,30,2212.120455,1.75,1141.863182,70.64227273,103.68,99.481
강원도,2019,5,27,2086.898095,1.75,1182.468696,69.37086957,103.79,99.652
강원도,2019,6,29,2105.303158,1.75,1171.5625,61.214,103.5,99.491
강원도,2019,7,20,2079.48,1.5,1176.607391,62.90695652,103.5,99.187
강원도,2019,8,19,1944.237619,1.5,1209.837273,58.69954545,103.74,99.425
강원도,2019,9,20,2045.205263,1.5,1194.57,60.84142857,103.8,99.794
강원도,2019,10,24,2065.747619,1.25,1182.769565,58.53652174,103.56,100.041
강원도,2019,11,20,2128.794762,1.25,1167.98381,61.40761905,103.41,99.481
강원도,2019,12,39,2147.0135,1.25,1172.222727,64.47727273,103.7,99.719
강원도,2020,1,55,2203.4425,1.25,1166.197826,63.73217391,104.08,100.09
강원도,2020,2,37,2167.1235,1.25,1194.2905,54.5125,103.74,100.16
강원도,2020,3,31,1786.746364,0.75,1217.250455,33.75,102.82,99.94
강원도,2020,4,33,1849.589,0.75,1222.331818,23.37681818,101.93,99.5
강원도,2020,5,31,1965.174211,0.5,1228.864762,31.23238095,101.96,99.44
강원도,2020,6,33,2134.696818,0.5,1207.2,40.13863636,102.48,99.71
강원도,2020,7,33,2195.948696,0.5,1198.158261,42.64130435,102.71,99.63
강원도,2020,8,19,2349.873,0.5,1186.245714,43.7052381,103.22,100.19
강원도,2020,9,23,2371.51619,0.5,1177.327273,41.10318182,103.42,100.74
강원도,2020,10,22,2357.821053,0.5,1144.080909,39.70409091,103.01,100.18
강원도,2020,11,16,2504.180952,0.5,1114.457619,42.57761905,103.09,100.09
강원도,2020,12,56,2755.770952,0.5,1093.877826,49.31652174,103.9,100.33
강원도,2021,1,67,3089.267,0.5,1098.499524,53.96857143,105.05,101.04
강원도,2021,2,49,3092.411667,0.5,1110.7585,60.366,105.91,101.58
강원도,2021,3,24,3032.469091,0.5,1129.976087,63.94565217,107.04,101.84
강원도,2021,4,26,3165.083182,0.5,1117.829091,62.31818182,108.06,101.98
강원도,2021,5,21,3169.200526,0.5,1122.601905,66.01,108.65,102.05
강원도,2021,6,24,3259.14,0.5,1122.961364,70.95954545,109.22,102.05
강원도,2021,7,22,3254.573182,0.5,1144.965,72.88227273,110.28,102.26
강원도,2021,8,19,3182.500952,0.75,1160.207727,68.90863636,110.86,102.75
강원도,2021,9,18,3141.699474,0.75,1172.842273,72.23727273,111.27,103.17
강원도,2021,10,24,2989.873158,0.75,1181.608571,81.21666667,112.43,103.35
강원도,2021,11,16,2964.301818,1,1184.113636,79.79818182,113.23,103.87
강원도,2021,12,53,2988.494091,1,1184.020435,73.19,113.21,104.04
강원도,2022,1,49,2865.552,1.25,1195.54,83.45,114.4,104.69
강원도,2022,2,33,2724.015,1.25,1197.633,92.34,114.95,105.3
강원도,2022,3,32,2698.71619,1.25,1220.226522,110.89,116.7,106.06
강원도,2022,4,22,2703.242857,1.5,1236.802381,102.79,118.02,106.85
충청북도,2010,1,26,1682.1575,2,1139.80381,76.71380952,96.71,85.351
충청북도,2010,2,24,1598.956316,2,1155.7375,73.5535,96.88,85.523
충청북도,2010,3,15,1665.504091,2,1136.63087,77.36782609,97.33,85.696
충청북도,2010,4,16,1730.286818,2,1116.079545,82.98409091,98.04,86.041
충청북도,2010,5,14,1648.3,2,1166.815238,76.62,98.87,86.128
충청북도,2010,6,11,1691.937143,2,1214.966364,73.98318182,98.98,86.041
충청북도,2010,7,16,1731.122727,2.25,1205.300455,72.65227273,99.23,86.214
충청북도,2010,8,15,1762.183636,2.25,1180.250455,74.345,99.53,86.647
충청북도,2010,9,16,1815.749474,2.25,1161.346818,75.28636364,100.1,87.337
충청북도,2010,10,15,1889.697143,2.25,1122.409048,80.34047619,100.47,87.337
충청북도,2010,11,17,1924.707273,2.5,1130.445,83.74181818,100.82,86.906
충청북도,2010,12,17,2002.504091,2.5,1145.521739,89.18478261,101.75,87.251
충청북도,2011,1,20,2091.61,2.75,1119.141905,92.18666667,103.32,88.288
충청북도,2011,2,22,2002.869412,2.75,1118.62,99.875,104.09,88.892
충청북도,2011,3,20,2002.669091,3,1120.330435,108.5782609,105.34,89.238
충청북도,2011,4,19,2153.132381,3,1083.782381,115.757619,105.99,89.325
충청북도,2011,5,17,2121.872,3,1084.5,108.8395455,106.31,89.497
충청북도,2011,6,19,2074.64381,3.25,1080.654545,107.5245455,106.07,89.67
충청북도,2011,7,21,2150.05619,3.25,1058.032381,109.9833333,106.21,90.102
충청북도,2011,8,20,1869.407727,3.25,1074.226087,104.9617391,106.35,90.707
충청북도,2011,9,19,1790.9495,3.25,1120.352273,106.0018182,106.43,90.62
충청북도,2011,10,18,1825.878,3.25,1151.752381,103.8842857,106.33,90.448
충청북도,2011,11,17,1858.795455,3.25,1134.470455,108.5168182,105.99,90.534
충청북도,2011,12,14,1863.23,3.25,1148.957727,106.2086364,106.09,90.879
충청북도,2012,1,18,1891.0115,3.25,1142.177273,109.5368182,106.64,91.242
충청북도,2012,2,23,2003.231429,3.25,1122.858571,116.1461905,107.37,91.588
충청북도,2012,3,18,2023.407143,3.25,1126.563636,122.2759091,107.9,91.614
충청북도,2012,4,15,1995.9195,3.25,1135.315238,117.3771429,107.95,91.605
충청북도,2012,5,13,1886.350952,3.25,1158.306087,107.4456522,107.35,91.769
충청북도,2012,6,18,1848.5995,3.25,1163.952857,94.23619048,106.05,91.639
충청북도,2012,7,13,1826.75,3,1142.447727,99.22,105.58,91.432
충청북도,2012,8,14,1918.912273,3,1132.352609,108.3908696,106.23,91.855
충청북도,2012,9,13,1961.289,3,1123.7915,110.9645,106.61,92.512
충청북도,2012,10,13,1942.19381,2.75,1106.275217,108.676087,105.78,92.339
충청북도,2012,11,12,1904.703182,2.75,1087.390455,107.0959091,105.05,92.011
충청북도,2012,12,16,1973.841667,2.75,1075.450952,105.6685714,104.79,92.175
충청북도,2013,1,16,1986.103182,2.75,1066.762609,107.5430435,104.96,92.728
충청북도,2013,2,19,1979.854737,2.75,1087.611,111.221,105.68,93.038
충청북도,2013,3,18,1990.243,2.75,1103.187619,105.482381,105.26,92.952
충청북도,2013,4,13,1938.884091,2.75,1121.374545,101.6613636,104.93,92.823
충청북도,2013,5,13,1974.45381,2.5,1112.584783,100.2991304,104.57,92.823
충청북도,2013,6,14,1884.412632,2.5,1135.252,100.3285,104.55,92.71
충청북도,2013,7,17,1871.768261,2.5,1126.256957,103.3621739,104.53,92.909
충청북도,2013,8,16,1896.961905,2.5,1116.409545,106.6645455,104.82,93.238
충청북도,2013,9,15,1984.394444,2.5,1083.637143,108.4047619,104.71,93.419
충청북도,2013,10,14,2029.675238,2.5,1066.651304,106.3943478,104.34,93.134
충청북도,2013,11,16,2009.924286,2.5,1062.485238,105.8538095,104.13,93.116
충청북도,2013,12,25,1989.429524,2.5,1056.265,107.9431818,104.37,93.229
충청북도,2014,1,31,1948.2195,2.5,1066.654348,104.1886957,104.65,93.73
충청북도,2014,2,32,1937.733,2.5,1071.221,104.942,104.78,93.98
충청북도,2014,3,33,1952.429524,2.5,1071.035714,104.1495238,104.74,94.153
충청북도,2014,4,28,1991.191364,2.5,1043.006818,104.7772727,104.58,94.214
충청북도,2014,5,27,1994.134737,2.5,1025.186818,105.5145455,104.56,94.369
충청북도,2014,6,27,1995.083684,2.5,1019.236667,108.007619,104.61,94.248
충청북도,2014,7,23,2021.952174,2.5,1020.868696,105.7052174,104.69,94.386
충청북도,2014,8,24,2060.9335,2.25,1024.635714,101.8538095,104.58,94.551
충청북도,2014,9,18,2042.710526,2.25,1035.239091,96.98818182,104.2,94.49
충청북도,2014,10,21,1942.802857,2,1061.754348,86.71608696,103.47,94.205
충청북도,2014,11,19,1959.647,2,1099.401,76.7345,103.15,94.015
충청북도,2014,12,18,1941.925714,2,1103.516957,60.39173913,102.14,94.006
충청북도,2015,1,21,1920.992857,2,1088.495,46.335,100.89,94.643
충청북도,2015,2,29,1961.001176,2,1101.393,56.15,100.96,94.587
충청북도,2015,3,34,2012.619091,1.75,1113.582727,54.90909091,100.84,94.596
충청북도,2015,4,29,2107.268182,1.75,1085.655909,58.66545455,100.8,94.625
충청북도,2015,5,28,2114.898889,1.75,1093.840476,63.6747619,100.87,94.89
충청북도,2015,6,23,2063.685909,1.5,1113.589545,61.75863636,100.82,94.909
