loc,year,month,unemployment,kospi,interest,rate,oilprice,productprice,consumerprice
광주광역시,2010,8,25,1762.183636,2.25,1180.250455,74.345,99.53,86.647
광주광역시,2010,9,20,1815.749474,2.25,1161.346818,75.28636364,100.1,87.337
광주광역시,2010,10,15,1889.697143,2.25,1122.409048,80.34047619,100.47,87.337
광주광역시,2010,11,16,1924.707273,2.5,1130.445,83.74181818,100.82,86.906
광주광역시,2010,12,23,2002.504091,2.5,1145.521739,89.18478261,101.75,87.251
광주광역시,2011,1,22,2091.61,2.75,1119.141905,92.18666667,103.32,88.288
광주광역시,2011,2,29,2002.869412,2.75,1118.62,99.875,104.09,88.892
광주광역시,2011,3,29,2002.669091,3,1120.330435,108.5782609,105.34,89.238
광주광역시,2011,4,27,2153.132381,3,1083.782381,115.757619,105.99,89.325
광주광역시,2011,5,28,2121.872,3,1084.5,108.8395455,106.31,89.497
광주광역시,2011,6,24,2074.64381,3.25,1080.654545,107.5245455,106.07,89.67
광주광역시,2011,7,25,2150.05619,3.25,1058.032381,109.9833333,106.21,90.102
광주광역시,2011,8,18,1869.407727,3.25,1074.226087,104.9617391,106.35,90.707
광주광역시,2011,9,14,1790.9495,3.25,1120.352273,106.0018182,106.43,90.62
광주광역시,2011,10,15,1825.878,3.25,1151.752381,103.8842857,106.33,90.448
광주광역시,2011,11,14,1858.795455,3.25,1134.470455,108.5168182,105.99,90.534
광주광역시,2011,12,16,1863.23,3.25,1148.957727,106.2086364,106.09,90.879
광주광역시,2012,1,20,1891.0115,3.25,1142.177273,109.5368182,106.64,91.242
광주광역시,2012,2,22,2003.231429,3.25,1122.858571,116.1461905,107.37,91.588
광주광역시,2012,3,32,2023.407143,3.25,1126.563636,122.2759091,107.9,91.614
광주광역시,2012,4,20,1995.9195,3.25,1135.315238,117.3771429,107.95,91.605
광주광역시,2012,5,22,1886.350952,3.25,1158.306087,107.4456522,107.35,91.769
광주광역시,2012,6,21,1848.5995,3.25,1163.952857,94.23619048,106.05,91.639
광주광역시,2012,7,20,1826.75,3,1142.447727,99.22,105.58,91.432
광주광역시,2012,8,18,1918.912273,3,1132.352609,108.3908696,106.23,91.855
광주광역시,2012,9,14,1961.289,3,1123.7915,110.9645,106.61,92.512
광주광역시,2012,10,13,1942.19381,2.75,1106.275217,108.676087,105.78,92.339
광주광역시,2012,11,15,1904.703182,2.75,1087.390455,107.0959091,105.05,92.011
광주광역시,2012,12,13,1973.841667,2.75,1075.450952,105.6685714,104.79,92.175
광주광역시,2013,1,17,1986.103182,2.75,1066.762609,107.5430435,104.96,92.728
광주광역시,2013,2,27,1979.854737,2.75,1087.611,111.221,105.68,93.038
광주광역시,2013,3,26,1990.243,2.75,1103.187619,105.482381,105.26,92.952
광주광역시,2013,4,25,1938.884091,2.75,1121.374545,101.6613636,104.93,92.823
광주광역시,2013,5,22,1974.45381,2.5,1112.584783,100.2991304,104.57,92.823
광주광역시,2013,6,21,1884.412632,2.5,1135.252,100.3285,104.55,92.71
광주광역시,2013,7,22,1871.768261,2.5,1126.256957,103.3621739,104.53,92.909
광주광역시,2013,8,18,1896.961905,2.5,1116.409545,106.6645455,104.82,93.238
광주광역시,2013,9,19,1984.394444,2.5,1083.637143,108.4047619,104.71,93.419
광주광역시,2013,10,19,2029.675238,2.5,1066.651304,106.3943478,104.34,93.134
광주광역시,2013,11,18,2009.924286,2.5,1062.485238,105.8538095,104.13,93.116
광주광역시,2013,12,16,1989.429524,2.5,1056.265,107.9431818,104.37,93.229
광주광역시,2014,1,20,1948.2195,2.5,1066.654348,104.1886957,104.65,93.73
광주광역시,2014,2,32,1937.733,2.5,1071.221,104.942,104.78,93.98
광주광역시,2014,3,26,1952.429524,2.5,1071.035714,104.1495238,104.74,94.153
광주광역시,2014,4,22,1991.191364,2.5,1043.006818,104.7772727,104.58,94.214
광주광역시,2014,5,19,1994.134737,2.5,1025.186818,105.5145455,104.56,94.369
광주광역시,2014,6,24,1995.083684,2.5,1019.236667,108.007619,104.61,94.248
광주광역시,2014,7,20,2021.952174,2.5,1020.868696,105.7052174,104.69,94.386
광주광역시,2014,8,21,2060.9335,2.25,1024.635714,101.8538095,104.58,94.551
광주광역시,2014,9,19,2042.710526,2.25,1035.239091,96.98818182,104.2,94.49
광주광역시,2014,10,17,1942.802857,2,1061.754348,86.71608696,103.47,94.205
광주광역시,2014,11,16,1959.647,2,1099.401,76.7345,103.15,94.015
광주광역시,2014,12,18,1941.925714,2,1103.516957,60.39173913,102.14,94.006
광주광역시,2015,1,24,1920.992857,2,1088.495,46.335,100.89,94.643
광주광역시,2015,2,27,1961.001176,2,1101.393,56.15,100.96,94.587
광주광역시,2015,3,18,2012.619091,1.75,1113.582727,54.90909091,100.84,94.596
광주광역시,2015,4,24,2107.268182,1.75,1085.655909,58.66545455,100.8,94.625
광주광역시,2015,5,24,2114.898889,1.75,1093.840476,63.6747619,100.87,94.89
광주광역시,2015,6,25,2063.685909,1.5,1113.589545,61.75863636,100.82,94.909
광주광역시,2015,7,21,2058.034348,1.5,1146.973478,56.26608696,100.45,95.08
광주광역시,2015,8,18,1952.549,1.5,1178.515714,47.30333333,99.83,95.213
광주광역시,2015,9,18,1939.5825,1.5,1186.573182,46.14454545,99.39,94.966
광주광역시,2015,10,21,2020.567143,1.5,1144.767727,46.55181818,98.71,94.966
광주광역시,2015,11,20,2006.780952,1.5,1153.757143,42.32333333,98.32,94.786
광주광역시,2015,12,22,1971.528571,1.5,1173.71087,34.7026087,98.09,95.07
광주광역시,2016,1,24,1894.651,1.5,1202.972381,27.24666667,97.56,95.232
광주광역시,2016,2,30,1900.61,1.5,1216.219524,29.6147619,97.56,95.64
광주광역시,2016,3,21,1976.502727,1.5,1182.438261,35.17304348,97.5,95.393
광주광역시,2016,4,22,1996.1705,1.5,1147.218095,39.03761905,97.74,95.573
광주광역시,2016,5,20,1966.6755,1.5,1176.088636,43.96454545,97.86,95.63
광주광역시,2016,6,24,1977.029524,1.25,1165.404545,45.83454545,98.09,95.611
광주광역시,2016,7,22,2002.482857,1.25,1142.05619,42.70952381,97.98,95.431
광주광역시,2016,8,26,2036.656364,1.25,1111.347391,43.63565217,98.07,95.677
광주광역시,2016,9,27,2042.555263,1.25,1108.909091,43.81727273,98.3,96.247
광주광역시,2016,10,23,2036.0325,1.25,1127.786667,48.26333333,98.59,96.379
광주광역시,2016,11,20,1981.746364,1.25,1164.233636,43.775,99.03,96.237
광주광역시,2016,12,21,2021.666667,1.25,1184.582727,51.76272727,99.9,96.342
광주광역시,2017,1,14,2061.7335,1.25,1180.815455,53.43454545,101.35,97.366
광주광역시,2017,2,26,2082.795,1.25,1141.849,54.171,101.74,97.632
광주광역시,2017,3,20,2136.174545,1.25,1133.397391,51.16434783,101.7,97.565
광주광역시,2017,4,28,2160.1825,1.25,1134.694,52.4475,101.48,97.442
광주광역시,2017,5,26,2301.89,1.25,1125.866957,50.30434783,101.21,97.546
광주광역시,2017,6,26,2372.204286,1.25,1131.497727,46.33681818,100.81,97.338
광주광역시,2017,7,25,2412.899048,1.25,1133.199524,47.63142857,100.89,97.499
광주광역시,2017,8,21,2372.184545,1.25,1131.25,50.42652174,101.35,98.058
광주광역시,2017,9,22,2371.84381,1.25,1133.701429,53.86190476,102.03,98.172
광주광역시,2017,10,20,2482.87125,1.25,1133.335909,55.58409091,102.14,98.077
광주광역시,2017,11,19,2533.51,1.5,1101.948636,60.58272727,102.04,97.347
광주광역시,2017,12,16,2467.725789,1.5,1083.732857,61.45190476,102.09,97.698
광주광역시,2018,1,23,2520.937727,1.5,1067.068261,65.91782609,102.52,98.106
광주광역시,2018,2,35,2439.104444,1.5,1079.628,62.742,102.95,98.855
광주광역시,2018,3,39,2451.57,1.5,1071.036364,63.28727273,102.91,98.751
광주광역시,2018,4,36,2458.224762,1.5,1068.845714,68.42904762,103.04,98.931
광주광역시,2018,5,31,2461.3005,1.5,1077.263478,73.4826087,103.34,98.979
광주광역시,2018,6,25,2394.507895,1.5,1095.595714,73.26857143,103.37,98.779
광주광역시,2018,7,30,2284.253636,1.5,1122.563636,72.72363636,103.85,98.59
광주광역시,2018,8,33,2283.796818,1.5,1121.000435,72.05826087,104.32,99.462
광주광역시,2018,9,29,2307.325882,1.5,1119.7385,77.0195,104.62,100.221
광주광역시,2018,10,25,2153.476667,1.5,1133.335652,78.95652174,104.26,100.041
광주광역시,2018,11,22,2083.333182,1.75,1126.272273,65.39863636,103.53,99.33
광주광역시,2018,12,26,2070.128947,1.75,1123.033333,56.27571429,103.03,98.988
광주광역시,2019,1,38,2101.984091,1.75,1121.09,58.67347826,102.92,98.884
광주광역시,2019,2,41,2210.198824,1.75,1122.515,64.186,103.02,99.311
광주광역시,2019,3,32,2161.9145,1.75,1132.156667,66.8047619,103.38,99.121
광주광역시,2019,4,35,2212.120455,1.75,1141.863182,70.64227273,103.68,99.481
광주광역시,2019,5,32,2086.898095,1.75,1182.468696,69.37086957,103.79,99.652
광주광역시,2019,6,27,2105.303158,1.75,1171.5625,61.214,103.5,99.491
광주광역시,2019,7,26,2079.48,1.5,1176.607391,62.90695652,103.5,99.187
광주광역시,2019,8,25,1944.237619,1.5,1209.837273,58.69954545,103.74,99.425
광주광역시,2019,9,27,2045.205263,1.5,1194.57,60.84142857,103.8,99.794
광주광역시,2019,10,21,2065.747619,1.25,1182.769565,58.53652174,103.56,100.041
광주광역시,2019,11,22,2128.794762,1.25,1167.98381,61.40761905,103.41,99.481
광주광역시,2019,12,22,2147.0135,1.25,1172.222727,64.47727273,103.7,99.719
광주광역시,2020,1,30,2203.4425,1.25,1166.197826,63.73217391,104.08,100.09
광주광역시,2020,2,27,2167.1235,1.25,1194.2905,54.5125,103.74,100.16
광주광역시,2020,3,30,1786.746364,0.75,1217.250455,33.75,102.82,99.94
광주광역시,2020,4,32,1849.589,0.75,1222.331818,23.37681818,101.93,99.5
광주광역시,2020,5,35,1965.174211,0.5,1228.864762,31.23238095,101.96,99.44
광주광역시,2020,6,33,2134.696818,0.5,1207.2,40.13863636,102.48,99.71
광주광역시,2020,7,29,2195.948696,0.5,1198.158261,42.64130435,102.71,99.63
광주광역시,2020,8,23,2349.873,0.5,1186.245714,43.7052381,103.22,100.19
광주광역시,2020,9,28,2371.51619,0.5,1177.327273,41.10318182,103.42,100.74
광주광역시,2020,10,31,2357.821053,0.5,1144.080909,39.70409091,103.01,100.18
광주광역시,2020,11,34,2504.180952,0.5,1114.457619,42.57761905,103.09,100.09
광주광역시,2020,12,30,2755.770952,0.5,1093.877826,49.31652174,103.9,100.33
광주광역시,2021,1,50,3089.267,0.5,1098.499524,53.96857143,105.05,101.04
광주광역시,2021,2,34,3092.411667,0.5,1110.7585,60.366,105.91,101.58
광주광역시,2021,3,26,3032.469091,0.5,1129.976087,63.94565217,107.04,101.84
광주광역시,2021,4,28,3165.083182,0.5,1117.829091,62.31818182,108.06,101.98
광주광역시,2021,5,29,3169.200526,0.5,1122.601905,66.01,108.65,102.05
광주광역시,2021,6,29,3259.14,0.5,1122.961364,70.95954545,109.22,102.05
광주광역시,2021,7,27,3254.573182,0.5,1144.965,72.88227273,110.28,102.26
광주광역시,2021,8,19,3182.500952,0.75,1160.207727,68.90863636,110.86,102.75
광주광역시,2021,9,18,3141.699474,0.75,1172.842273,72.23727273,111.27,103.17
광주광역시,2021,10,18,2989.873158,0.75,1181.608571,81.21666667,112.43,103.35
광주광역시,2021,11,19,2964.301818,1,1184.113636,79.79818182,113.23,103.87
광주광역시,2021,12,34,2988.494091,1,1184.020435,73.19,113.21,104.04
광주광역시,2022,1,32,2865.552,1.25,1195.54,83.45,114.4,104.69
광주광역시,2022,2,29,2724.015,1.25,1197.633,92.34,114.95,105.3
광주광역시,2022,3,28,2698.71619,1.25,1220.226522,110.89,116.7,106.06
광주광역시,2022,4,22,2703.242857,1.5,1236.802381,102.79,118.02,106.85
대전광역시,2010,1,34,1682.1575,2,1139.80381,76.71380952,96.71,85.351
대전광역시,2010,2,36,1598.956316,2,1155.7375,73.5535,96.88,85.523
대전광역시,2010,3,28,1665.504091,2,1136.63087,77.36782609,97.33,85.696
대전광역시,2010,4,29,1730.286818,2,1116.079545,82.98409091,98.04,86.041
대전광역시,2010,5,22,1648.3,2,1166.815238,76.62,98.87,86.128
대전광역시,2010,6,26,1691.937143,2,1214.966364,73.98318182,98.98,86.041
대전광역시,2010,7,31,1731.122727,2.25,1205.300455,72.65227273,99.23,86.214
대전광역시,2010,8,25,1762.183636,2.25,1180.250455,74.345,99.53,86.647
대전광역시,2010,9,18,1815.749474,2.25,1161.346818,75.28636364,100.1,87.337
대전광역시,2010,10,22,1889.697143,2.25,1122.409048,80.34047619,100.47,87.337
대전광역시,2010,11,20,1924.707273,2.5,1130.445,83.74181818,100.82,86.906
대전광역시,2010,12,26,2002.504091,2.5,1145.521739,89.18478261,101.75,87.251
대전광역시,2011,1,28,2091.61,2.75,1119.141905,92.18666667,103.32,88.288
대전광역시,2011,2,40,2002.869412,2.75,1118.62,99.875,104.09,88.892
대전광역시,2011,3,36,2002.669091,3,1120.330435,108.5782609,105.34,89.238
대전광역시,2011,4,31,2153.132381,3,1083.782381,115.757619,105.99,89.325
대전광역시,2011,5,22,2121.872,3,1084.5,108.8395455,106.31,89.497
대전광역시,2011,6,21,2074.64381,3.25,1080.654545,107.5245455,106.07,89.67
대전광역시,2011,7,26,2150.05619,3.25,1058.032381,109.9833333,106.21,90.102
대전광역시,2011,8,24,1869.407727,3.25,1074.226087,104.9617391,106.35,90.707
대전광역시,2011,9,19,1790.9495,3.25,1120.352273,106.0018182,106.43,90.62
대전광역시,2011,10,22,1825.878,3.25,1151.752381,103.8842857,106.33,90.448
대전광역시,2011,11,25,1858.795455,3.25,1134.470455,108.5168182,105.99,90.534
대전광역시,2011,12,27,1863.23,3.25,1148.957727,106.2086364,106.09,90.879
대전광역시,2012,1,30,1891.0115,3.25,1142.177273,109.5368182,106.64,91.242
대전광역시,2012,2,34,2003.231429,3.25,1122.858571,116.1461905,107.37,91.588
대전광역시,2012,3,33,2023.407143,3.25,1126.563636,122.2759091,107.9,91.614
대전광역시,2012,4,30,1995.9195,3.25,1135.315238,117.3771429,107.95,91.605
대전광역시,2012,5,28,1886.350952,3.25,1158.306087,107.4456522,107.35,91.769
대전광역시,2012,6,27,1848.5995,3.25,1163.952857,94.23619048,106.05,91.639
대전광역시,2012,7,29,1826.75,3,1142.447727,99.22,105.58,91.432
대전광역시,2012,8,26,1918.912273,3,1132.352609,108.3908696,106.23,91.855
대전광역시,2012,9,22,1961.289,3,1123.7915,110.9645,106.61,92.512
대전광역시,2012,10,25,1942.19381,2.75,1106.275217,108.676087,105.78,92.339
대전광역시,2012,11,28,1904.703182,2.75,1087.390455,107.0959091,105.05,92.011
대전광역시,2012,12,22,1973.841667,2.75,1075.450952,105.6685714,104.79,92.175
대전광역시,2013,1,29,1986.103182,2.75,1066.762609,107.5430435,104.96,92.728
대전광역시,2013,2,34,1979.854737,2.75,1087.611,111.221,105.68,93.038
대전광역시,2013,3,26,1990.243,2.75,1103.187619,105.482381,105.26,92.952
대전광역시,2013,4,25,1938.884091,2.75,1121.374545,101.6613636,104.93,92.823
대전광역시,2013,5,26,1974.45381,2.5,1112.584783,100.2991304,104.57,92.823
대전광역시,2013,6,23,1884.412632,2.5,1135.252,100.3285,104.55,92.71
대전광역시,2013,7,21,1871.768261,2.5,1126.256957,103.3621739,104.53,92.909
대전광역시,2013,8,18,1896.961905,2.5,1116.409545,106.6645455,104.82,93.238
대전광역시,2013,9,18,1984.394444,2.5,1083.637143,108.4047619,104.71,93.419
대전광역시,2013,10,16,2029.675238,2.5,1066.651304,106.3943478,104.34,93.134
대전광역시,2013,11,18,2009.924286,2.5,1062.485238,105.8538095,104.13,93.116
대전광역시,2013,12,22,1989.429524,2.5,1056.265,107.9431818,104.37,93.229
대전광역시,2014,1,29,1948.2195,2.5,1066.654348,104.1886957,104.65,93.73
대전광역시,2014,2,37,1937.733,2.5,1071.221,104.942,104.78,93.98
대전광역시,2014,3,28,1952.429524,2.5,1071.035714,104.1495238,104.74,94.153
대전광역시,2014,4,31,1991.191364,2.5,1043.006818,104.7772727,104.58,94.214
대전광역시,2014,5,25,1994.134737,2.5,1025.186818,105.5145455,104.56,94.369
대전광역시,2014,6,27,1995.083684,2.5,1019.236667,108.007619,104.61,94.248
대전광역시,2014,7,31,2021.952174,2.5,1020.868696,105.7052174,104.69,94.386
대전광역시,2014,8,33,2060.9335,2.25,1024.635714,101.8538095,104.58,94.551
대전광역시,2014,9,23,2042.710526,2.25,1035.239091,96.98818182,104.2,94.49
대전광역시,2014,10,20,1942.802857,2,1061.754348,86.71608696,103.47,94.205
대전광역시,2014,11,17,1959.647,2,1099.401,76.7345,103.15,94.015
대전광역시,2014,12,17,1941.925714,2,1103.516957,60.39173913,102.14,94.006
대전광역시,2015,1,26,1920.992857,2,1088.495,46.335,100.89,94.643
대전광역시,2015,2,36,1961.001176,2,1101.393,56.15,100.96,94.587
대전광역시,2015,3,35,2012.619091,1.75,1113.582727,54.90909091,100.84,94.596
대전광역시,2015,4,33,2107.268182,1.75,1085.655909,58.66545455,100.8,94.625
대전광역시,2015,5,26,2114.898889,1.75,1093.840476,63.6747619,100.87,94.89
대전광역시,2015,6,26,2063.685909,1.5,1113.589545,61.75863636,100.82,94.909
대전광역시,2015,7,21,2058.034348,1.5,1146.973478,56.26608696,100.45,95.08
대전광역시,2015,8,27,1952.549,1.5,1178.515714,47.30333333,99.83,95.213
대전광역시,2015,9,20,1939.5825,1.5,1186.573182,46.14454545,99.39,94.966
대전광역시,2015,10,21,2020.567143,1.5,1144.767727,46.55181818,98.71,94.966
대전광역시,2015,11,26,2006.780952,1.5,1153.757143,42.32333333,98.32,94.786
대전광역시,2015,12,27,1971.528571,1.5,1173.71087,34.7026087,98.09,95.07
대전광역시,2016,1,24,1894.651,1.5,1202.972381,27.24666667,97.56,95.232
대전광역시,2016,2,31,1900.61,1.5,1216.219524,29.6147619,97.56,95.64
대전광역시,2016,3,27,1976.502727,1.5,1182.438261,35.17304348,97.5,95.393
대전광역시,2016,4,26,1996.1705,1.5,1147.218095,39.03761905,97.74,95.573
대전광역시,2016,5,24,1966.6755,1.5,1176.088636,43.96454545,97.86,95.63
대전광역시,2016,6,22,1977.029524,1.25,1165.404545,45.83454545,98.09,95.611
대전광역시,2016,7,23,2002.482857,1.25,1142.05619,42.70952381,97.98,95.431
대전광역시,2016,8,33,2036.656364,1.25,1111.347391,43.63565217,98.07,95.677
대전광역시,2016,9,29,2042.555263,1.25,1108.909091,43.81727273,98.3,96.247
대전광역시,2016,10,24,2036.0325,1.25,1127.786667,48.26333333,98.59,96.379
대전광역시,2016,11,24,1981.746364,1.25,1164.233636,43.775,99.03,96.237
대전광역시,2016,12,25,2021.666667,1.25,1184.582727,51.76272727,99.9,96.342
대전광역시,2017,1,33,2061.7335,1.25,1180.815455,53.43454545,101.35,97.366
대전광역시,2017,2,36,2082.795,1.25,1141.849,54.171,101.74,97.632
대전광역시,2017,3,29,2136.174545,1.25,1133.397391,51.16434783,101.7,97.565
대전광역시,2017,4,29,2160.1825,1.25,1134.694,52.4475,101.48,97.442
대전광역시,2017,5,27,2301.89,1.25,1125.866957,50.30434783,101.21,97.546
대전광역시,2017,6,32,2372.204286,1.25,1131.497727,46.33681818,100.81,97.338
대전광역시,2017,7,22,2412.899048,1.25,1133.199524,47.63142857,100.89,97.499
대전광역시,2017,8,20,2372.184545,1.25,1131.25,50.42652174,101.35,98.058
대전광역시,2017,9,18,2371.84381,1.25,1133.701429,53.86190476,102.03,98.172
대전광역시,2017,10,26,2482.87125,1.25,1133.335909,55.58409091,102.14,98.077
대전광역시,2017,11,28,2533.51,1.5,1101.948636,60.58272727,102.04,97.347
대전광역시,2017,12,25,2467.725789,1.5,1083.732857,61.45190476,102.09,97.698
대전광역시,2018,1,31,2520.937727,1.5,1067.068261,65.91782609,102.52,98.106
대전광역시,2018,2,35,2439.104444,1.5,1079.628,62.742,102.95,98.855
대전광역시,2018,3,35,2451.57,1.5,1071.036364,63.28727273,102.91,98.751
대전광역시,2018,4,37,2458.224762,1.5,1068.845714,68.42904762,103.04,98.931
대전광역시,2018,5,32,2461.3005,1.5,1077.263478,73.4826087,103.34,98.979
대전광역시,2018,6,35,2394.507895,1.5,1095.595714,73.26857143,103.37,98.779
대전광역시,2018,7,32,2284.253636,1.5,1122.563636,72.72363636,103.85,98.59
대전광역시,2018,8,38,2283.796818,1.5,1121.000435,72.05826087,104.32,99.462
대전광역시,2018,9,31,2307.325882,1.5,1119.7385,77.0195,104.62,100.221
대전광역시,2018,10,32,2153.476667,1.5,1133.335652,78.95652174,104.26,100.041
대전광역시,2018,11,34,2083.333182,1.75,1126.272273,65.39863636,103.53,99.33
대전광역시,2018,12,33,2070.128947,1.75,1123.033333,56.27571429,103.03,98.988
대전광역시,2019,1,46,2101.984091,1.75,1121.09,58.67347826,102.92,98.884
대전광역시,2019,2,43,2210.198824,1.75,1122.515,64.186,103.02,99.311
대전광역시,2019,3,38,2161.9145,1.75,1132.156667,66.8047619,103.38,99.121
대전광역시,2019,4,42,2212.120455,1.75,1141.863182,70.64227273,103.68,99.481
대전광역시,2019,5,37,2086.898095,1.75,1182.468696,69.37086957,103.79,99.652
대전광역시,2019,6,37,2105.303158,1.75,1171.5625,61.214,103.5,99.491
대전광역시,2019,7,30,2079.48,1.5,1176.607391,62.90695652,103.5,99.187
대전광역시,2019,8,22,1944.237619,1.5,1209.837273,58.69954545,103.74,99.425
대전광역시,2019,9,24,2045.205263,1.5,1194.57,60.84142857,103.8,99.794
대전광역시,2019,10,26,2065.747619,1.25,1182.769565,58.53652174,103.56,100.041
대전광역시,2019,11,29,2128.794762,1.25,1167.98381,61.40761905,103.41,99.481
대전광역시,2019,12,34,2147.0135,1.25,1172.222727,64.47727273,103.7,99.719
대전광역시,2020,1,42,2203.4425,1.25,1166.197826,63.73217391,104.08,100.09
대전광역시,2020,2,41,2167.1235,1.25,1194.2905,54.5125,103.74,100.16
대전광역시,2020,3,41,1786.746364,0.75,1217.250455,33.75,102.82,99.94
대전광역시,2020,4,41,1849.589,0.75,1222.331818,23.37681818,101.93,99.5
대전광역시,2020,5,45,1965.174211,0.5,1228.864762,31.23238095,101.96,99.44
대전광역시,2020,6,40,2134.696818,0.5,1207.2,40.13863636,102.48,99.71
대전광역시,2020,7,41,2195.948696,0.5,1198.158261,42.64130435,102.71,99.63
대전광역시,2020,8,28,2349.873,0.5,1186.245714,43.7052381,103.22,100.19
대전광역시,2020,9,29,2371.51619,0.5,1177.327273,41.10318182,103.42,100.74
대전광역시,2020,10,22,2357.821053,0.5,1144.080909,39.70409091,103.01,100.18
대전광역시,2020,11,28,2504.180952,0.5,1114.457619,42.57761905,103.09,100.09
대전광역시,2020,12,29,2755.770952,0.5,1093.877826,49.31652174,103.9,100.33
대전광역시,2021,1,54,3089.267,0.5,1098.499524,53.96857143,105.05,101.04
대전광역시,2021,2,37,3092.411667,0.5,1110.7585,60.366,105.91,101.58
대전광역시,2021,3,32,3032.469091,0.5,1129.976087,63.94565217,107.04,101.84
대전광역시,2021,4,34,3165.083182,0.5,1117.829091,62.31818182,108.06,101.98
대전광역시,2021,5,28,3169.200526,0.5,1122.601905,66.01,108.65,102.05
대전광역시,2021,6,22,3259.14,0.5,1122.961364,70.95954545,109.22,102.05
대전광역시,2021,7,18,3254.573182,0.5,1144.965,72.88227273,110.28,102.26
대전광역시,2021,8,15,3182.500952,0.75,1160.207727,68.90863636,110.86,102.75
대전광역시,2021,9,18,3141.699474,0.75,1172.842273,72.23727273,111.27,103.17
대전광역시,2021,10,21,2989.873158,0.75,1181.608571,81.21666667,112.43,103.35
대전광역시,2021,11,21,2964.301818,1,1184.113636,79.79818182,113.23,103.87
대전광역시,2021,12,22,2988.494091,1,1184.020435,73.19,113.21,104.04
대전광역시,2022,1,33,2865.552,1.25,1195.54,83.45,114.4,104.69
대전광역시,2022,2,27,2724.015,1.25,1197.633,92.34,114.95,105.3
대전광역시,2022,3,22,2698.71619,1.25,1220.226522,110.89,116.7,106.06
대전광역시,2022,4,18,2703.242857,1.5,1236.802381,102.79,118.02,106.85
울산광역시,2010,1,23,1682.1575,2,1139.80381,76.71380952,96.71,85.351
울산광역시,2010,2,22,1598.956316,2,1155.7375,73.5535,96.88,85.523
울산광역시,2010,3,23,1665.504091,2,1136.63087,77.36782609,97.33,85.696
울산광역시,2010,4,21,1730.286818,2,1116.079545,82.98409091,98.04,86.041
울산광역시,2010,5,17,1648.3,2,1166.815238,76.62,98.87,86.128
울산광역시,2010,6,19,1691.937143,2,1214.966364,73.98318182,98.98,86.041
울산광역시,2010,7,19,1731.122727,2.25,1205.300455,72.65227273,99.23,86.214
울산광역시,2010,8,15,1762.183636,2.25,1180.250455,74.345,99.53,86.647
울산광역시,2010,9,18,1815.749474,2.25,1161.346818,75.28636364,100.1,87.337
울산광역시,2010,10,16,1889.697143,2.25,1122.409048,80.34047619,100.47,87.337
울산광역시,2010,11,17,1924.707273,2.5,1130.445,83.74181818,100.82,86.906
울산광역시,2010,12,17,2002.504091,2.5,1145.521739,89.18478261,101.75,87.251
울산광역시,2011,1,17,2091.61,2.75,1119.141905,92.18666667,103.32,88.288
울산광역시,2011,2,22,2002.869412,2.75,1118.62,99.875,104.09,88.892
울산광역시,2011,3,23,2002.669091,3,1120.330435,108.5782609,105.34,89.238
울산광역시,2011,4,23,2153.132381,3,1083.782381,115.757619,105.99,89.325
울산광역시,2011,5,19,2121.872,3,1084.5,108.8395455,106.31,89.497
울산광역시,2011,6,14,2074.64381,3.25,1080.654545,107.5245455,106.07,89.67
울산광역시,2011,7,11,2150.05619,3.25,1058.032381,109.9833333,106.21,90.102
울산광역시,2011,8,12,1869.407727,3.25,1074.226087,104.9617391,106.35,90.707
울산광역시,2011,9,11,1790.9495,3.25,1120.352273,106.0018182,106.43,90.62
울산광역시,2011,10,9,1825.878,3.25,1151.752381,103.8842857,106.33,90.448
울산광역시,2011,11,10,1858.795455,3.25,1134.470455,108.5168182,105.99,90.534
울산광역시,2011,12,10,1863.23,3.25,1148.957727,106.2086364,106.09,90.879
울산광역시,2012,1,12,1891.0115,3.25,1142.177273,109.5368182,106.64,91.242
울산광역시,2012,2,18,2003.231429,3.25,1122.858571,116.1461905,107.37,91.588
울산광역시,2012,3,19,2023.407143,3.25,1126.563636,122.2759091,107.9,91.614
울산광역시,2012,4,16,1995.9195,3.25,1135.315238,117.3771429,107.95,91.605
울산광역시,2012,5,14,1886.350952,3.25,1158.306087,107.4456522,107.35,91.769
울산광역시,2012,6,16,1848.5995,3.25,1163.952857,94.23619048,106.05,91.639
울산광역시,2012,7,14,1826.75,3,1142.447727,99.22,105.58,91.432
울산광역시,2012,8,15,1918.912273,3,1132.352609,108.3908696,106.23,91.855
울산광역시,2012,9,14,1961.289,3,1123.7915,110.9645,106.61,92.512
울산광역시,2012,10,12,1942.19381,2.75,1106.275217,108.676087,105.78,92.339
울산광역시,2012,11,13,1904.703182,2.75,1087.390455,107.0959091,105.05,92.011
울산광역시,2012,12,12,1973.841667,2.75,1075.450952,105.6685714,104.79,92.175
울산광역시,2013,1,16,1986.103182,2.75,1066.762609,107.5430435,104.96,92.728
울산광역시,2013,2,14,1979.854737,2.75,1087.611,111.221,105.68,93.038
울산광역시,2013,3,9,1990.243,2.75,1103.187619,105.482381,105.26,92.952
울산광역시,2013,4,9,1938.884091,2.75,1121.374545,101.6613636,104.93,92.823
울산광역시,2013,5,7,1974.45381,2.5,1112.584783,100.2991304,104.57,92.823
울산광역시,2013,6,8,1884.412632,2.5,1135.252,100.3285,104.55,92.71
